total population,black or african american,american indian and alaska native,asian,native hawaiian and other pacific islander,other race,hispanic or latinx,non US citizens,male mean usual hours worked,female mean usual hours worked,unemployed,gini index,male median income past 12 months,female median income past 12 months,male median earnings past 12 months,female median earnings past 12 months,receiving social security income,receiving supplemental security income,received public assistance income,received cash public assistance or food stamps/snap,received retirement income,median household income,median household income - white,median household income - black,median household income - american indian / alaska native,median household income - asian,median household income - other race,median household income - 2 or more races,median household income - hispanic or latinx,median family income,median family income - white,median family income - black,median family income - american indian / alaska native,median family income - asian,median family income - other race,median family income - 2 or more races,median family income - hispanic or latinx,housing units,median year housing unit was built,number of owned homes,households with 0 vehicles available,households with 1 vehicles available,households with 2 vehicles available,households with 3 vehicles available,households with 4+ vehicles available,households with people 65+,married women with birth in past 12 months,unmarried women with birth in past 12 months,per capita income,income quintile means - lowest,income quintile means - second,income quintile means - third,income quintile means - fourth,income quintile means - highest,income quintile means - top 5%,transport to work - car/truck/van,transport to work - public transport,time of departure to work - afternoon,child relationship to householder - foster/not family,educational attainment - no school,primary spoken language at home - english,primary spoken language at home - spanish,primary spoken language at home - chinese,ratio of income to poverty level - < 0.5,number of income earners in family - no earners,number of income earners in family - 1 earner,number of income earners in family - 2 earners,number of income earners in family - 3+ earners,rent paid for non-owned housing units - no rent paid,rent as percentage of income - 50+%,home value of owned/mortgaged housing units - 300k - 400k,home value of owned/mortgaged housing units - 400k - 500k,home value of owned/mortgaged housing units - 500k - 750k,home value of owned/mortgaged housing units - 750k - 1m,monthly housing costs - 3k+,monthly housing costs - no housing cost,computers and internet - computer but no internet,computers and internet - no computer,nativity and citizenship - born in CT,nativity and citizenship - born in other state,nativity and citizenship - born outside US,nativity and citizenship - foreign-born naturalized,nativity and citizenship - foreign-born non-citizen,geographic mobility - no moving,geographic mobility - within county,geographic mobility - from other county in CT,geographic mobility - from other state,geographic mobility - from abroad,work location - in county of residence,work location - outside county of residence,work location - outside CT,household type of homes with children - married,household type of homes with children - cohabitating couple,household type of homes with children - single female,household type of homes with children - single male,school enrollment - nursery/pre-school,school enrollment - kindergarten,school enrollment - grades 1-4,school enrollment - grades 5-8,school enrollment - high school,school enrollment - college,school enrollment - grad school,school enrollment - not enrolled,house heating fuel - electric,house heating fuel - oil,house heating fuel - coal,house heating fuel - wood,house heating fuel - solar,house heating fuel - other,house heating fuel - no fuel used,bedrooms in house - none,bedrooms in house - 1,bedrooms in house - 2,bedrooms in house - 3,bedrooms in house - 4,bedrooms in house - 5+,transport to work - other,time of departure to work - morning,time of departure to work - evening/night,travel time to work - < 20 mins,travel time to work - 21-40 mins,travel time to work - > 40 minns,child relationship to householder - family,educational attainment - K-12 no diploma,educational attainment - high school diploma,educational attainment - some college no degree,educational attainment - college degree,educational attainment - graduate degree,ratio of income to poverty level - 0.51 - 1.0,ratio of income to poverty level - 1.01 - 2.0,ratio of income to poverty level - > 2.0,rent paid for non-owned housing units - < 500,rent paid for non-owned housing units - 500 - 999,rent paid for non-owned housing units - 1000 - 1999,rent paid for non-owned housing units - 2000 - 2999,rent paid for non-owned housing units - 3000+,rent as percentage of income - <15%,rent as percentage of income - 15-29%,rent as percentage of income - 30-49%,home value of owned/mortgaged housing units - < 50k,home value of owned/mortgaged housing units - 50k - 100k,home value of owned/mortgaged housing units - 100k - 200k,home value of owned/mortgaged housing units - 200k - 300k,home value of owned/mortgaged housing units - 1m+,monthly housing costs - < 500,monthly housing costs - 500-1000,monthly housing costs - 1k - 2k,monthly housing costs - 2k - 3k,computers and internet - computer with internet,population at age - < 18 years,population at age - 18 - 49 years,population at age - 50 - 64 years,population at age - 65+ years,school type for high school and below - public school,school type for high school and below - private school,house heating fuel - gas,health insurance coverage - with coverage,health insurance coverage - without coverage,town
3625,20,0,76,1,25,84,48,41.1,36.8,1480,0.5196,44383.0,36328.0,31875.0,24500.0,955,44,20,44,580,72658.0,72563.0,,,,,,,98917.0,98000.0,,,,,,,2902,1960.0,585,86,628,667,240,79,947,0,60,52534.0,17162.0,42386.0,70650.0,118461.0,312664.0,625864.0,974,22,66,0,29,3406,65,4,0,211,388,262,68,71,196,114,91,199,159,239,71,34,105,1276,1797,259,245,48,2785,34,41,227,24,1143,65,182,201,60,45,47,25,34,119,253,188,129,55,2745,201,1081,0,59,0,23,0,28,302,522,1290,484,276,175,1039,66,802,161,208,708,102,486,320,1017,829,46,62,821,0,99,300,67,41,34,104,173,8,45,89,219,198,125,324,668,273,1561,737,757,761,1370,425,194,336,3418,185,Salisbury
34489,1587,238,1178,121,768,3922,2039,41.0,35.1,10175,0.4057,39504.0,27103.0,43248.0,32300.0,5293,586,583,2060,3234,63172.0,63233.0,50926.0,33750.0,69506.0,,69107.0,50114.0,81274.0,83880.0,65385.0,,77273.0,,55929.0,55576.0,16773,1960.0,6299,1343,5686,4745,1847,850,4693,114,27,32881.0,16103.0,37979.0,62287.0,96343.0,168254.0,251288.0,15713,160,1104,105,126,28025,2637,53,240,1264,2588,3707,1104,169,1026,281,106,44,28,112,169,795,1615,24350,6022,370,1708,2039,25826,2338,626,461,12,11202,5441,429,1888,358,730,279,461,340,1355,1544,1468,1055,315,26952,2443,5994,27,377,11,54,82,606,1855,5572,6501,1821,418,706,13869,1606,7451,4868,4260,6310,2756,9273,4905,6159,2225,346,1129,6948,526,2115,1922,23,3,782,1620,1113,240,1188,5801,1993,32,842,5022,6909,1417,12061,6430,13233,8049,6777,4733,435,5483,32346,1650,Torrington
1291,17,12,63,10,4,99,67,42.4,33.3,392,0.5882,59018.0,30160.0,51923.0,30446.0,257,39,2,45,161,80000.0,81042.0,,,,,,,100556.0,100694.0,,,,,,,1029,1952.0,254,18,166,255,122,37,283,0,0,71697.0,21888.0,50418.0,82223.0,127478.0,496733.0,1162448.0,461,37,22,0,0,1057,79,0,9,52,129,185,28,29,22,66,67,79,50,81,29,17,35,575,510,39,100,67,1027,45,0,56,11,517,40,122,85,13,18,0,13,1,68,47,81,30,6,1036,38,362,0,58,0,5,3,11,129,185,394,248,62,52,513,15,197,207,146,212,41,178,214,392,201,11,35,339,13,44,23,20,3,10,20,51,0,9,51,79,65,52,153,192,91,546,212,275,415,389,178,32,132,1198,93,Cornwall
27014,711,127,1128,94,1092,1988,1225,42.4,35.7,6073,0.4281,52666.0,31996.0,54076.0,34583.0,3029,249,75,637,1925,89969.0,90790.0,43824.0,,67422.0,,123148.0,100208.0,111000.0,112364.0,,,72045.0,51806.0,138750.0,114083.0,11896,1975.0,6023,287,2968,4441,1816,1000,2845,180,70,45118.0,23271.0,57747.0,89866.0,129810.0,269039.0,469958.0,13725,312,778,123,77,22211,1295,148,65,647,1898,3566,1135,76,537,2382,855,596,76,978,76,530,503,13053,10689,349,1698,1225,20405,1118,866,271,0,7210,6337,1740,2205,120,355,111,335,379,1056,1310,1295,1294,431,20269,3094,5833,53,367,20,139,108,245,1290,2552,4850,2466,493,282,12477,1064,5142,5733,3444,5179,1061,5067,3868,6806,2699,131,575,6475,98,397,1612,147,0,150,837,706,185,198,954,2723,213,298,1880,4311,2969,9479,5302,10390,7245,4077,3889,486,898,25503,1317,New Milford
21751,756,348,662,0,288,1446,737,41.5,34.9,5549,0.4417,47769.0,30907.0,52926.0,34773.0,2769,244,176,762,1781,79576.0,79236.0,64417.0,,92206.0,,98750.0,,99864.0,100417.0,,,97697.0,,,104838.0,9013,1966.0,4328,413,2435,3702,1191,772,2906,115,83,41419.0,21017.0,48911.0,80015.0,116522.0,250938.0,452906.0,10532,87,709,16,259,17593,1040,53,66,792,1489,2583,1023,112,370,1023,388,206,82,509,112,436,891,15743,3337,401,1533,737,17201,417,524,357,0,4676,6926,136,1690,116,270,34,304,240,948,959,958,1073,210,16593,1260,4544,20,212,0,84,6,62,750,2042,4155,1719,285,358,9822,446,4936,3915,2126,3882,1114,4859,2635,5059,2171,83,481,5257,40,646,864,116,0,151,659,467,122,131,2003,2737,43,174,2488,3604,1626,7186,3901,8538,5153,4159,2914,495,2387,20752,922,Watertown
1484,15,0,13,0,6,23,46,42.2,35.3,354,0.3231,57625.0,35724.0,52315.0,36094.0,208,9,2,7,156,98250.0,98125.0,,,,,,,112917.0,112778.0,,,,,,,783,1962.0,328,14,172,200,124,80,182,8,0,44430.0,31645.0,73030.0,100012.0,134456.0,209500.0,301900.0,801,0,37,4,3,1424,0,0,0,12,114,206,59,10,5,100,34,36,9,33,10,45,54,969,442,12,15,46,1148,86,19,13,5,595,229,53,123,9,8,5,9,13,35,96,79,90,8,1138,36,354,0,112,0,0,0,7,65,220,323,139,29,41,749,56,242,292,308,288,48,331,248,280,165,5,4,382,0,0,50,0,0,0,45,0,8,15,164,162,2,38,126,255,128,491,302,494,467,221,214,18,88,1455,29,Colebrook
2883,2,60,62,0,24,60,26,41.1,36.5,794,0.4676,54926.0,39408.0,52000.0,47303.0,429,18,24,39,360,109886.0,108523.0,,,,,,,137153.0,135486.0,,,,,,,1507,1981.0,550,18,266,485,184,145,460,14,15,57134.0,28189.0,61047.0,110478.0,165250.0,377463.0,675688.0,1373,33,78,0,5,2610,31,0,26,109,192,393,105,13,8,306,90,121,63,106,13,62,54,1969,786,33,69,26,2282,66,72,32,0,876,516,95,211,15,0,11,48,0,57,149,119,83,41,2271,68,827,9,47,0,39,0,19,36,271,612,426,143,16,1256,88,347,535,540,529,10,399,513,748,442,0,39,734,0,10,21,15,0,13,10,15,0,17,120,291,31,42,342,362,233,982,529,919,774,661,333,40,108,2826,57,Goshen
9562,66,123,243,0,55,478,239,42.2,35.9,2806,0.4798,59107.0,31978.0,61373.0,36743.0,1484,111,46,143,1038,81362.0,81138.0,,,88250.0,,,83021.0,100634.0,99073.0,,,103405.0,,,93750.0,4652,1972.0,2182,116,1282,1679,697,355,1490,28,0,52930.0,23109.0,55906.0,82504.0,126345.0,320136.0,622336.0,4305,44,381,14,0,8164,393,0,18,381,890,1286,215,39,172,909,507,537,43,572,39,139,333,5850,2932,94,447,239,7425,213,318,171,12,1553,2972,327,790,26,190,0,162,44,485,435,543,402,194,7106,927,2490,0,70,0,102,0,145,409,1370,1409,1096,223,137,3748,357,1289,1844,1353,1794,302,1544,1385,2213,1753,21,182,2551,11,279,584,5,0,66,452,163,18,30,524,578,65,86,871,1699,862,3657,1808,2940,2608,2206,1339,330,540,9257,305,Woodbury
1707,77,18,40,0,6,47,28,41.4,33.3,555,0.5028,63750.0,35156.0,57917.0,33750.0,337,14,4,21,211,111250.0,104205.0,,,,,,117917.0,117500.0,115455.0,,,,,,117917.0,843,1966.0,380,13,140,259,164,123,350,7,0,72939.0,33878.0,72102.0,111253.0,171616.0,479186.0,1010559.0,762,44,61,0,3,1583,26,0,4,80,110,234,66,21,10,143,113,152,61,128,21,29,38,913,660,28,78,28,1489,17,8,39,0,422,372,114,95,6,9,3,14,7,45,49,87,38,20,1417,38,512,4,31,3,18,0,6,26,110,417,233,51,20,723,42,310,295,221,216,58,254,198,482,374,3,12,471,0,3,38,27,6,7,34,23,3,4,11,55,62,5,147,219,179,632,216,479,483,529,141,61,93,1671,36,Bridgewater
1143,50,0,35,0,0,12,23,42.5,32.8,290,0.5242,52888.0,31000.0,52000.0,32262.0,226,9,0,25,114,80298.0,84583.0,38264.0,,,,,,94625.0,107222.0,,,,,,,717,1952.0,252,7,143,200,132,25,204,0,0,57727.0,23293.0,48370.0,80158.0,125959.0,373751.0,763741.0,485,22,14,3,0,1056,4,3,0,56,74,173,32,28,3,94,26,77,22,50,28,17,54,549,551,3,17,23,924,57,3,21,0,532,17,114,72,11,3,5,8,8,36,40,52,11,0,966,27,335,0,65,3,3,0,4,81,178,287,121,46,54,491,56,282,192,87,187,13,235,179,317,170,9,18,308,3,6,29,0,0,3,20,12,9,7,66,102,38,21,137,168,103,436,190,314,351,288,121,23,74,1063,80,Canaan
8147,194,19,116,0,71,605,240,39.9,34.1,2908,0.4784,53450.0,27830.0,56341.0,34127.0,1669,80,70,196,946,84694.0,84889.0,,,,,73846.0,71250.0,112669.0,113784.0,,,,,,69583.0,4136,1966.0,1673,200,988,1413,540,274,1605,13,0,49602.0,18415.0,48720.0,84110.0,137678.0,298544.0,530854.0,3414,22,184,24,25,7360,193,0,34,392,623,938,266,67,215,568,316,266,133,300,67,192,366,5298,2232,81,296,240,6627,318,76,41,30,2578,998,107,475,30,53,100,131,68,293,300,451,266,47,6396,444,2300,0,310,0,36,27,117,476,705,1782,798,258,80,3109,223,1525,1008,983,1323,295,1810,958,1910,1263,20,142,2023,74,226,377,27,0,115,237,127,18,0,365,860,118,114,892,1326,716,2857,1358,2291,2103,2395,989,254,298,7681,324,Litchfield
1457,23,8,22,0,0,43,23,41.3,35.8,385,0.48,62000.0,38438.0,60921.0,41250.0,211,20,10,18,153,104375.0,102500.0,,,,,220156.0,,117708.0,111250.0,,,,,,149688.0,845,1976.0,379,17,108,265,137,66,255,5,0,66645.0,31653.0,72303.0,104640.0,176017.0,435808.0,733546.0,632,44,18,11,3,1338,26,0,0,83,105,197,60,6,20,158,88,31,52,106,6,14,38,760,624,10,40,23,1167,11,16,44,0,512,141,100,127,4,7,5,21,8,58,101,67,35,9,1141,31,354,0,90,3,7,3,21,65,113,321,235,90,14,650,22,190,301,199,268,37,268,181,357,276,5,24,416,0,8,12,28,3,0,21,10,0,3,17,112,75,36,107,163,175,541,281,434,374,368,192,63,105,1415,42,Warren
1628,22,41,16,0,6,48,21,42.5,31.7,505,0.4838,47596.0,33221.0,47500.0,22364.0,333,14,15,71,187,75208.0,75104.0,,,,,,,101625.0,101813.0,,,,,,,935,0.0,311,30,243,240,112,75,320,4,10,48553.0,18092.0,44346.0,77513.0,130689.0,281793.0,547300.0,627,10,26,3,2,1508,22,0,0,83,122,194,47,15,60,53,52,109,23,96,15,53,46,1045,514,29,19,21,1307,65,0,12,0,646,93,80,98,26,24,0,30,26,82,43,82,28,11,1278,35,523,9,62,0,10,0,15,100,194,254,241,131,72,629,54,309,264,136,307,98,364,175,390,254,20,24,402,0,99,54,7,3,10,37,56,3,30,89,128,35,11,226,264,88,601,311,451,407,459,231,32,61,1584,44,Norfolk
3281,145,11,0,0,119,342,143,40.1,37.2,1023,0.4501,42277.0,24056.0,42612.0,22206.0,567,101,59,169,293,62432.0,65162.0,,,,,,52546.0,92868.0,94338.0,,,,,,52546.0,1656,1946.0,700,170,370,508,150,204,538,13,11,36536.0,14418.0,33864.0,61983.0,104140.0,191180.0,320116.0,1553,0,128,43,19,2719,322,0,0,40,248,313,98,17,204,58,9,19,23,33,17,115,181,1729,1195,27,187,143,2428,278,17,110,0,1260,48,360,150,29,18,0,19,36,91,115,133,122,0,2681,248,896,0,123,0,10,0,10,174,616,635,202,19,46,1381,90,976,367,256,455,281,1010,503,484,238,38,65,596,89,144,254,0,9,49,167,76,0,45,453,280,2,106,356,720,170,1106,498,1184,743,856,350,44,125,3008,162,North Canaan
2105,0,0,53,9,0,41,35,40.6,36.8,626,0.4797,71210.0,43250.0,64673.0,47685.0,378,12,4,28,238,118971.0,119044.0,,,,,,,143462.0,143063.0,,,,,,,1169,1978.0,502,20,213,370,197,92,424,16,0,76713.0,35578.0,82565.0,122915.0,184651.0,482214.0,910474.0,883,39,54,5,0,1850,49,0,0,52,207,287,44,43,26,85,155,214,88,205,43,14,41,1134,837,15,84,35,1731,41,30,19,0,500,432,164,176,0,17,0,30,11,70,95,148,108,5,1602,34,605,0,58,0,17,0,8,63,157,487,354,100,61,900,29,258,397,328,397,28,279,247,601,408,10,10,570,5,28,58,11,0,16,30,30,7,0,3,38,157,14,145,257,228,837,402,538,575,590,274,80,178,2092,13,Roxbury
6703,12,40,17,0,14,105,22,40.2,35.5,1572,0.3605,62050.0,39705.0,62820.0,41362.0,740,40,0,52,740,106765.0,110556.0,,,,,,94177.0,141538.0,142750.0,,,,,,,2911,1976.0,1643,14,652,925,547,442,802,26,48,48408.0,32794.0,68774.0,109423.0,161637.0,251767.0,341559.0,3367,18,188,8,3,6159,53,0,0,184,387,904,309,64,73,611,300,136,41,262,64,99,168,5062,1376,41,202,22,5345,89,131,25,0,1496,2036,152,713,32,62,0,23,81,215,428,559,259,70,4872,251,1878,0,214,10,0,0,18,301,595,1199,661,137,132,3050,279,994,1195,1328,1540,49,1085,943,1620,927,0,74,1710,0,77,102,10,0,67,36,13,21,32,279,907,0,55,530,1005,664,2313,1548,2199,1829,1127,1257,49,227,6544,134,New Hartford
3450,41,31,90,0,119,236,286,40.3,34.7,1105,0.5787,53173.0,43934.0,53622.0,42222.0,651,19,11,11,331,108250.0,108531.0,,,,,,71098.0,138958.0,138958.0,,,,,,26646.0,2115,1965.0,697,16,425,616,231,100,659,57,0,79180.0,22068.0,63372.0,109558.0,167753.0,594526.0,1301368.0,1246,184,64,0,10,2809,153,43,11,151,197,393,108,20,20,255,126,173,54,236,20,38,72,1548,1361,92,163,286,2761,191,8,31,15,1091,374,307,253,41,19,0,66,9,111,117,252,177,70,2537,103,1009,0,27,0,9,0,0,71,577,851,369,247,184,1470,80,603,492,519,547,111,467,446,875,672,10,73,755,0,20,178,73,9,67,178,15,8,5,26,218,223,44,165,517,406,1278,599,1053,853,945,288,267,240,3265,141,Washington
10288,481,32,505,0,13,507,128,42.7,34.9,2736,0.4367,48209.0,36312.0,57722.0,48977.0,1333,126,19,177,745,87567.0,87767.0,,,65221.0,,,74600.0,94930.0,94705.0,,,,,,88409.0,4282,1973.0,2374,102,1327,1733,625,259,1371,16,0,48684.0,26307.0,56567.0,88751.0,143656.0,295432.0,452300.0,4627,90,174,19,33,9104,299,0,0,361,835,1293,362,95,135,1013,316,338,171,450,95,203,239,6066,3383,147,564,128,7703,589,99,90,0,4593,728,63,866,75,142,33,165,116,556,508,494,525,189,7504,267,2376,0,169,0,36,14,0,377,1175,1324,1142,264,168,4362,349,1477,1690,1718,2150,123,1128,1370,2935,1862,36,197,2618,33,184,497,17,0,45,242,309,19,36,364,963,0,48,719,1979,755,3604,2169,3441,2665,2013,1531,308,1184,9946,236,Canton
44143,4376,586,1544,28,2092,4952,980,39.6,35.4,13450,0.4024,43941.0,31386.0,46768.0,37547.0,5460,972,634,1727,4102,79730.0,79492.0,89707.0,,94167.0,41103.0,106111.0,59577.0,95587.0,96768.0,89844.0,,111111.0,41176.0,105441.0,57401.0,17639,1961.0,8319,797,5593,6612,2609,1133,5152,400,96,36665.0,19434.0,48519.0,79423.0,112035.0,205866.0,323710.0,20435,114,1679,97,194,36748,2618,56,330,1196,3247,4882,1386,173,879,523,163,67,33,228,173,841,1269,23762,16555,976,1870,980,32436,2787,1362,976,78,16487,1427,3841,2705,393,700,259,557,476,1506,1777,2256,2022,664,33591,1377,8645,13,142,4,156,49,228,1509,3914,7797,3651,540,511,17258,2123,8908,9329,2823,8116,2335,11276,6368,8814,3128,230,994,9157,229,935,2618,153,0,502,1554,979,206,206,6884,4464,90,614,4894,8779,2056,14634,8220,19110,9567,7246,5895,677,6358,39720,1413,Enfield
30234,1985,330,2509,34,1145,2877,1800,40.6,36.9,8280,0.3653,50101.0,36394.0,52807.0,41840.0,4317,306,310,999,3056,81646.0,80770.0,82639.0,,105729.0,76971.0,69375.0,63750.0,97427.0,98920.0,67083.0,,97391.0,104013.0,68125.0,86217.0,12810,1968.0,6202,667,4211,5051,1827,610,4355,248,48,39397.0,22540.0,54544.0,82265.0,117168.0,192741.0,268697.0,15174,238,757,33,237,20760,1710,252,188,1210,1778,3408,1344,125,418,1376,264,109,23,445,125,839,1078,18626,4929,805,4074,1800,23854,1412,421,319,106,14157,2083,111,2155,159,463,77,324,136,1187,1220,1622,1483,387,23080,1245,3300,21,79,8,83,37,140,1181,4060,5577,1655,197,274,13698,1231,7727,6631,1328,5305,1669,5725,3910,7431,3486,146,628,6778,213,337,1933,64,16,364,1102,639,94,286,2981,4511,34,410,2928,6315,2143,10449,5340,11721,6826,6347,4193,296,7593,28909,1068,Newington
1653,14,12,11,0,34,66,21,42.5,35.1,466,0.3358,52500.0,37656.0,59375.0,52857.0,227,19,9,32,159,92813.0,92308.0,,,,,,115833.0,106094.0,105000.0,,,,,,,850,1982.0,384,35,133,260,174,79,203,3,0,43081.0,25153.0,64601.0,94655.0,130985.0,195263.0,249373.0,758,3,44,4,0,1530,30,0,9,60,152,239,60,13,13,88,26,15,0,26,13,15,44,968,614,18,32,21,1333,40,29,27,4,546,231,125,106,9,0,10,9,14,57,54,39,109,18,1321,52,444,0,129,0,10,0,36,96,224,318,165,11,62,736,43,216,416,191,233,63,380,232,428,186,9,19,474,3,60,25,0,0,13,31,31,6,12,134,296,3,32,233,268,109,622,237,620,500,296,168,5,46,1541,104,Eastford
1830,11,52,15,0,11,40,23,39.6,36.5,572,0.3962,46420.0,31994.0,45446.0,32566.0,309,15,36,61,263,81016.0,81484.0,,,,,,53750.0,98636.0,100156.0,,,,,,,835,1978.0,462,26,196,329,129,105,268,18,11,43981.0,21960.0,53073.0,82701.0,126484.0,222345.0,298536.0,850,8,57,2,11,1683,24,0,1,91,129,236,78,12,21,121,31,31,4,23,12,19,28,1164,594,17,32,23,1482,95,5,14,3,492,364,65,113,18,15,12,11,11,56,84,54,63,12,1475,30,475,0,176,5,20,3,0,35,228,403,124,45,19,729,91,213,373,291,272,40,507,281,369,237,10,40,483,9,20,33,0,0,9,23,9,9,13,211,282,9,54,204,378,114,738,274,590,614,352,174,42,76,1775,49,Hampton
15860,445,159,429,0,203,635,299,40.4,37.1,3317,0.3936,59788.0,42488.0,63239.0,45761.0,1598,134,73,361,1498,105281.0,104452.0,76492.0,,175913.0,,,129250.0,120188.0,119319.0,135594.0,,176563.0,,,,6454,1984.0,3456,106,1524,2686,1097,572,1548,151,125,45898.0,27318.0,64035.0,103348.0,141253.0,262131.0,425120.0,7801,92,591,38,16,14011,278,65,19,423,1118,2078,640,9,313,1090,418,97,22,561,9,199,332,10735,4209,198,419,299,11650,560,449,139,0,3826,4578,146,1207,217,291,148,271,204,620,1054,1023,374,294,11507,580,3914,0,280,2,128,12,28,488,1495,2974,1304,165,223,6748,777,1724,3659,2733,3691,458,2688,2369,3766,1726,200,227,3813,39,251,940,120,28,260,422,362,35,65,887,1980,4,96,1124,2863,1332,5454,3729,6040,3842,2249,2971,201,1069,15424,155,Colchester
26966,5714,510,1010,168,4887,9005,3249,41.4,32.4,7360,0.475,26371.0,18336.0,28074.0,19606.0,2542,971,457,3038,1829,46298.0,54294.0,26025.0,,,36000.0,47465.0,40600.0,51329.0,69712.0,,,26327.0,41875.0,45660.0,40625.0,12208,0.0,2809,1746,4995,2886,909,196,2345,106,75,25857.0,9765.0,25299.0,45925.0,74171.0,157307.0,269095.0,10171,337,1492,20,259,16990,6729,70,272,605,2440,2219,551,140,1977,301,110,65,11,124,140,809,1454,9970,9738,2327,1682,3249,17725,2476,549,1696,162,11891,1217,434,1198,440,1186,127,500,324,1144,1341,1164,4133,305,17383,3276,3091,0,10,0,35,33,585,2882,3878,3303,1090,470,1844,9341,1519,7926,3191,1235,5092,2293,4892,3337,3560,1702,972,1152,3419,925,2530,3113,63,0,494,2419,1574,75,275,2035,1031,58,1008,3389,5250,821,8469,5165,14100,4712,2989,3738,735,4287,23017,2324,New London
2589,87,19,87,24,29,60,16,39.1,36.0,690,0.3169,48333.0,32292.0,48919.0,40063.0,378,34,18,104,275,90156.0,90117.0,,,,,127750.0,,94500.0,94250.0,,,,,121250.0,,1055,1968.0,512,8,250,363,246,119,330,0,0,39135.0,33251.0,65970.0,91514.0,120137.0,194078.0,262696.0,1294,6,97,12,15,2375,0,0,0,107,235,326,88,14,8,144,25,17,0,23,14,47,57,1923,574,20,56,16,2075,68,12,41,0,1189,155,34,140,57,15,25,41,23,106,77,126,73,4,2058,71,722,0,80,0,12,0,0,107,150,508,257,33,37,1056,184,582,562,193,477,57,727,335,460,239,0,66,690,5,71,69,4,0,22,80,39,6,0,307,315,9,21,393,427,108,882,489,957,648,495,341,32,101,2500,89,Bozrah
1778,23,17,15,0,16,94,14,42.0,33.8,515,0.3741,58107.0,30809.0,58512.0,39688.0,249,21,20,53,189,96719.0,94875.0,,,,,158889.0,99519.0,117273.0,116932.0,,,,,162750.0,99423.0,768,1975.0,443,21,177,262,169,88,248,2,0,42235.0,22581.0,56997.0,95205.0,135735.0,214112.0,309786.0,858,11,46,11,10,1632,35,6,0,59,129,243,87,16,4,113,28,5,0,20,16,50,66,1261,458,7,38,14,1476,43,2,5,0,646,247,23,165,0,21,0,43,10,59,70,116,79,16,1356,70,489,0,76,0,3,0,2,57,107,439,127,36,12,685,150,287,374,220,339,58,432,277,335,174,3,40,475,27,26,24,0,0,20,38,15,3,3,171,301,0,80,145,310,146,601,350,605,466,357,259,39,79,1746,23,Franklin
7215,45,0,169,0,24,142,48,41.9,37.1,2026,0.3555,53004.0,32744.0,57102.0,34773.0,965,154,65,162,771,91684.0,91775.0,,,100313.0,,,,100543.0,101750.0,,,100313.0,,,,3203,1976.0,1683,0,445,1317,619,437,877,30,0,41579.0,24680.0,62785.0,92410.0,136544.0,212136.0,259550.0,3259,16,162,0,40,6637,113,0,26,345,480,904,261,73,65,464,120,72,34,124,73,83,181,5087,1754,99,227,48,5703,122,58,121,19,1603,1847,66,590,18,116,0,91,49,339,495,356,240,212,5287,301,1783,0,322,13,64,0,0,92,587,1640,613,271,0,2832,281,887,1209,1179,1449,225,1525,1131,1561,758,85,165,1714,34,83,175,0,0,42,164,21,21,31,627,1036,48,105,678,1272,566,2554,1453,2551,1875,1336,1240,90,335,6813,376,Lebanon
18935,1137,83,741,24,442,1202,445,39.7,36.1,5253,0.3968,53486.0,35887.0,55840.0,39676.0,2949,255,104,602,2366,90893.0,90248.0,100069.0,,89773.0,,144250.0,89875.0,109787.0,110394.0,100764.0,,97594.0,,140982.0,106000.0,8426,1965.0,4038,304,2326,3287,1300,498,2898,220,35,44280.0,22014.0,56390.0,90435.0,130588.0,230793.0,355707.0,9006,36,525,87,96,16393,515,203,12,562,1508,2285,725,124,272,1163,565,165,117,479,124,161,664,11811,5698,189,792,445,14616,1081,280,163,33,8372,1096,268,1272,74,229,158,270,226,795,594,1100,695,226,14446,1385,5285,12,196,0,100,7,81,571,2100,3626,1733,315,211,7727,1001,5634,2525,1094,3388,538,3992,2707,4122,2633,100,379,4589,79,236,771,182,0,207,593,174,81,70,1626,2481,55,372,1920,3392,1428,6890,3485,6541,4525,4384,2651,334,730,18095,411,Waterford
5223,384,61,118,0,2,170,104,40.1,31.5,1391,0.3973,50682.0,27019.0,58175.0,28811.0,756,22,39,118,514,75833.0,76542.0,,43802.0,,,56029.0,,100114.0,100871.0,,,,,56250.0,,2326,1966.0,1092,89,415,671,519,288,736,0,2,36036.0,20977.0,49147.0,72576.0,123969.0,206347.0,268561.0,2300,24,237,0,31,4854,15,0,31,139,387,730,135,25,91,577,118,31,27,68,25,155,116,2071,2979,0,69,104,4117,87,0,43,0,1951,120,539,544,51,33,0,59,40,288,355,284,135,47,3856,134,1461,0,164,26,0,0,0,183,543,990,437,173,121,2005,203,744,1195,506,1256,214,1213,750,1023,482,36,194,1130,0,128,179,0,0,16,93,107,40,0,322,488,47,76,627,701,485,1711,1259,1684,1256,1024,998,28,197,4765,453,North Stonington
